,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,price
33,1.375,49.0,5.03039513678,1.11246200608,754.0,2.29179331307,37.83,-122.27,1.049
34,2.7303,51.0,4.97201492537,1.07089552239,1258.0,2.34701492537,37.83,-122.27,1.097
35,1.4861,49.0,4.60227272727,1.06818181818,570.0,2.15909090909,37.83,-122.27,0.972
36,1.0972,48.0,4.80748663102,1.1550802139,987.0,2.63903743316,37.83,-122.27,1.045
37,1.4103,52.0,3.74937965261,0.967741935484,901.0,2.23573200993,37.83,-122.28,1.039
38,3.48,52.0,4.7572815534,1.06796116505,689.0,2.22977346278,37.83,-122.26,1.914
39,2.5898,52.0,3.49425287356,1.02729885057,1377.0,1.97844827586,37.83,-122.26,1.76
40,2.0978,52.0,4.21518987342,1.06075949367,946.0,2.39493670886,37.83,-122.26,1.554
41,1.2852,51.0,3.75903614458,1.24899598394,517.0,2.07630522088,37.83,-122.26,1.5
42,1.025,49.0,3.77248677249,1.06878306878,462.0,2.44444444444,37.84,-122.26,1.188
43,3.9643,52.0,4.79797979798,1.0202020202,467.0,2.35858585859,37.84,-122.26,1.888
44,3.0125,52.0,4.94178082192,1.06506849315,660.0,2.2602739726,37.83,-122.26,1.844
45,2.6768,52.0,4.33507853403,1.09947643979,718.0,1.87958115183,37.83,-122.26,1.823
46,2.026,50.0,3.70065789474,1.05921052632,616.0,2.02631578947,37.83,-122.26,1.425
47,1.7348,43.0,3.98023715415,1.23320158103,558.0,2.20553359684,37.82,-122.27,1.375
48,0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,1.875
49,1.775,40.0,2.6875,1.06534090909,700.0,1.98863636364,37.82,-122.27,1.125
50,0.9218,21.0,2.04566210046,1.03424657534,735.0,1.67808219178,37.82,-122.27,1.719
51,1.5045,43.0,4.58968058968,1.12039312039,1061.0,2.60687960688,37.82,-122.27,0.938
52,1.1108,41.0,4.47361111111,1.18472222222,1959.0,2.72083333333,37.82,-122.27,0.975
53,1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,1.042
54,1.6098,52.0,5.02145922747,1.00858369099,701.0,3.00858369099,37.82,-122.28,0.875
55,1.4113,52.0,4.29545454545,1.10454545455,576.0,2.61818181818,37.82,-122.28,0.831
56,1.5057,52.0,4.77992277992,1.11196911197,622.0,2.40154440154,37.82,-122.28,0.875
57,0.8172,52.0,6.10245901639,1.37295081967,728.0,2.98360655738,37.82,-122.28,0.853
58,1.2171,52.0,4.5625,1.12171052632,1074.0,3.53289473684,37.82,-122.28,0.803
59,2.5625,2.0,2.77192982456,0.754385964912,94.0,1.64912280702,37.82,-122.29,0.6
60,3.3929,52.0,5.99465240642,1.12834224599,554.0,2.96256684492,37.83,-122.29,0.757
61,6.1183,49.0,5.86956521739,1.26086956522,86.0,3.73913043478,37.82,-122.29,0.75
62,0.9011,50.0,6.22950819672,1.55737704918,377.0,3.09016393443,37.81,-122.29,0.861
63,1.191,52.0,7.69811320755,1.49056603774,521.0,3.27672955975,37.81,-122.3,0.761
64,2.5938,48.0,6.22556390977,1.36842105263,392.0,2.94736842105,37.81,-122.3,0.735
65,1.1667,52.0,5.40106951872,1.11764705882,604.0,3.22994652406,37.81,-122.3,0.784
66,0.8056,48.0,4.38253012048,1.06626506024,788.0,2.3734939759,37.81,-122.3,0.844
67,2.6094,52.0,6.98639455782,1.65986394558,492.0,3.34693877551,37.8,-122.29,0.813
68,1.8516,52.0,6.9756097561,1.32926829268,274.0,3.34146341463,37.81,-122.3,0.85
69,0.9802,46.0,4.58428805237,1.05400981997,1823.0,2.98363338789,37.81,-122.29,1.292
70,1.7719,26.0,6.04724409449,1.1968503937,392.0,3.08661417323,37.81,-122.29,0.825
71,0.7286,46.0,3.37545126354,1.07220216606,582.0,2.10108303249,37.81,-122.29,0.952
72,1.75,49.0,5.55263157895,1.34210526316,560.0,3.68421052632,37.81,-122.29,0.75
73,0.4999,46.0,1.71428571429,0.571428571429,18.0,2.57142857143,37.81,-122.29,0.675
74,2.483,20.0,6.27819548872,1.21052631579,290.0,2.18045112782,37.81,-122.29,1.375
75,0.9241,17.0,2.81776765376,1.05239179954,762.0,1.73576309795,37.81,-122.28,1.775
76,2.4464,36.0,5.72495088409,1.10412573674,1236.0,2.42829076621,37.81,-122.28,1.021
77,1.1111,19.0,5.8309178744,1.17391304348,721.0,3.48309178744,37.81,-122.28,1.083
78,0.8026,23.0,5.36923076923,1.15076923077,1054.0,3.24307692308,37.81,-122.29,1.125
79,2.0114,38.0,4.41290322581,1.13548387097,344.0,2.21935483871,37.8,-122.28,1.313
80,1.5,17.0,3.19723183391,1.0,609.0,2.10726643599,37.81,-122.28,1.625
81,1.1667,52.0,3.75,1.0,183.0,3.26785714286,37.81,-122.27,1.125
82,1.5208,52.0,3.90804597701,1.11494252874,200.0,2.29885057471,37.81,-122.28,1.125
83,0.8075,52.0,2.49032258065,1.05806451613,346.0,2.23225806452,37.81,-122.28,1.375
84,1.8088,35.0,5.60946745562,1.08875739645,467.0,2.76331360947,37.81,-122.28,1.188
85,2.4083,52.0,6.72173913043,1.24347826087,377.0,3.27826086957,37.81,-122.28,0.982
86,0.977,40.0,2.31578947368,1.18684210526,582.0,1.53157894737,37.81,-122.27,1.188
87,0.76,10.0,2.65151515152,1.05454545455,546.0,1.65454545455,37.81,-122.27,1.625
88,0.9722,10.0,2.69230769231,1.07692307692,125.0,3.20512820513,37.8,-122.27,1.375
89,1.2434,52.0,2.92941176471,0.917647058824,396.0,4.65882352941,37.8,-122.27,5.00001
90,2.0938,16.0,2.74585635359,1.08287292818,800.0,2.20994475138,37.8,-122.27,1.625
91,0.8668,52.0,2.44318181818,0.988636363636,904.0,10.2727272727,37.8,-122.28,1.375
92,0.75,52.0,2.82352941176,0.911764705882,191.0,5.61764705882,37.8,-122.28,1.625
93,2.6354,27.0,3.49337748344,1.14900662252,718.0,2.37748344371,37.79,-122.27,1.875
94,1.8477,39.0,3.67237687366,1.33404710921,1327.0,2.84154175589,37.8,-122.27,1.792
95,2.0096,36.0,2.29401635816,1.06629358588,3469.0,1.49332759363,37.8,-122.26,1.3
96,2.8345,31.0,3.89491525424,1.12796610169,2048.0,1.73559322034,37.82,-122.26,1.838
97,2.0062,29.0,3.68131868132,1.17582417582,202.0,2.21978021978,37.81,-122.26,1.25
98,1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,1.7
99,2.6104,37.0,3.70714285714,1.10714285714,1838.0,1.87551020408,37.82,-122.26,1.931
100,2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,2.578
101,3.2177,28.0,3.87842351369,1.07080828323,2563.0,1.71209084836,37.81,-122.25,2.734
102,3.125,39.0,3.74561403509,1.06140350877,389.0,1.70614035088,37.81,-122.25,2.375
103,2.5795,52.0,3.51549755302,1.14355628059,895.0,1.46003262643,37.81,-122.25,3.5
104,2.8406,34.0,3.2817216322,1.06987143656,2689.0,1.50307434321,37.81,-122.26,3.357
105,4.9306,52.0,6.18442622951,0.922131147541,674.0,2.76229508197,37.82,-122.24,3.134
106,3.2727,52.0,4.44298245614,1.05701754386,709.0,1.5548245614,37.81,-122.24,2.685
107,3.1691,52.0,4.16587677725,1.09004739336,686.0,1.62559241706,37.81,-122.25,2.594
108,3.9,52.0,4.84818941504,1.04596100279,1444.0,2.01114206128,37.82,-122.24,2.757
109,3.9063,28.0,4.1608478803,1.06608478803,1520.0,1.89526184539,37.82,-122.25,2.25
110,5.0917,52.0,5.62845849802,1.14229249012,550.0,2.17391304348,37.82,-122.25,2.625
111,2.6429,32.0,3.72700587084,1.07436399217,1806.0,1.76712328767,37.82,-122.25,2.185
112,3.0233,26.0,3.25308134758,0.982744453574,1749.0,1.43714050945,37.82,-122.25,2.55
113,3.1484,52.0,4.57803468208,1.07707129094,939.0,1.80924855491,37.83,-122.25,2.241
114,3.4722,35.0,3.82227488152,1.01421800948,675.0,1.59952606635,37.83,-122.25,2.431
115,3.1429,52.0,4.39518900344,0.986254295533,534.0,1.83505154639,37.83,-122.25,2.316
116,2.4234,28.0,3.02347983143,1.05358217941,2558.0,1.54003612282,37.83,-122.25,2.185
117,3.0897,52.0,4.04050144648,1.06557377049,1786.0,1.72227579556,37.83,-122.25,2.341
118,5.8596,50.0,6.74262734584,1.06970509383,970.0,2.60053619303,37.84,-122.23,3.276
119,5.2868,47.0,6.54639175258,0.936082474227,1098.0,2.26391752577,37.84,-122.23,3.476
120,5.956,41.0,6.85106382979,1.07978723404,794.0,2.11170212766,37.83,-122.24,3.661
121,4.9643,37.0,7.10638297872,1.14893617021,98.0,2.08510638298,37.85,-122.24,3.35
122,6.3434,52.0,6.94789081886,1.01985111663,1061.0,2.63275434243,37.85,-122.23,3.736
123,5.1773,52.0,6.35855855856,1.03423423423,1177.0,2.12072072072,37.84,-122.24,3.895
124,7.2354,52.0,7.11716621253,0.994550408719,901.0,2.45504087193,37.85,-122.24,3.911
125,5.457,28.0,5.53033472803,1.09623430962,2031.0,2.12447698745,37.85,-122.22,3.373
126,7.5,50.0,6.12734864301,0.987473903967,1031.0,2.15240083507,37.84,-122.22,2.952
127,6.0194,44.0,5.73534338358,1.0,1358.0,2.27470686767,37.84,-122.21,2.923
128,7.5544,40.0,7.63149847095,1.03058103976,1616.0,2.47094801223,37.83,-122.21,4.115
129,6.0666,30.0,6.44606413994,1.00874635569,844.0,2.46064139942,37.84,-122.2,3.115
130,7.0548,34.0,6.125,0.987903225806,1140.0,2.29838709677,37.84,-122.21,3.259
131,11.6017,18.0,8.33505154639,1.0824742268,533.0,2.74742268041,37.84,-122.19,3.926
132,7.4882,35.0,6.46726862302,1.03837471783,1072.0,2.41986455982,37.84,-122.2,3.193
133,6.8976,34.0,6.61227154047,1.02872062663,1627.0,2.12402088773,37.83,-122.21,3.333
134,8.2049,28.0,6.97894736842,0.968421052632,463.0,2.43684210526,37.83,-122.19,3.352
135,8.401,26.0,7.5308056872,1.05687203791,542.0,2.56872037915,37.83,-122.2,3.512
136,6.8538,29.0,6.65799256506,1.00743494424,661.0,2.45724907063,37.83,-122.19,3.689
137,8.317,32.0,6.97718631179,1.00380228137,635.0,2.4144486692,37.82,-122.19,3.659
138,7.0175,37.0,6.98295454545,1.02840909091,420.0,2.38636363636,37.82,-122.2,3.667
139,6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,3.628
140,6.3624,30.0,5.61538461538,0.730769230769,126.0,2.42307692308,37.81,-122.18,4.833
141,7.0549,52.0,6.78571428571,0.951428571429,813.0,2.32285714286,37.82,-122.21,3.314
142,6.7851,45.0,6.95774647887,1.0234741784,1067.0,2.50469483568,37.81,-122.2,3.235
143,2.8929,50.0,5.13224637681,1.09601449275,1260.0,2.28260869565,37.8,-122.21,2.167
144,3.0812,38.0,4.62833675565,1.09856262834,951.0,1.95277207392,37.8,-122.21,2.331
145,5.2402,52.0,6.20089285714,0.946428571429,510.0,2.27678571429,37.81,-122.21,2.964
146,6.5217,52.0,6.39935064935,1.08766233766,765.0,2.48376623377,37.81,-122.22,2.737
147,3.2632,52.0,4.74565217391,1.01086956522,1129.0,2.45434782609,37.8,-122.22,2.277
148,3.0298,52.0,5.18367346939,1.05215419501,1073.0,2.43310657596,37.8,-122.22,1.996
149,4.5428,52.0,5.28349514563,1.05048543689,1185.0,2.30097087379,37.8,-122.22,2.398
150,4.072,52.0,5.95294117647,0.997058823529,756.0,2.22352941176,37.81,-122.22,2.701
151,5.3509,52.0,5.65067178503,1.02879078695,1034.0,1.98464491363,37.81,-122.22,3.021
152,3.1603,52.0,4.42919389978,1.05882352941,787.0,1.71459694989,37.8,-122.23,2.695
153,4.7708,52.0,6.72769953052,1.07511737089,612.0,2.87323943662,37.81,-122.23,3.147
154,8.1564,52.0,7.70263157895,1.05789473684,1021.0,2.68684210526,37.81,-122.22,3.901
155,8.8793,52.0,8.97286821705,1.13178294574,861.0,3.33720930233,37.81,-122.23,4.103
156,6.8591,52.0,7.5993883792,0.957186544343,953.0,2.91437308869,37.81,-122.24,3.524
157,6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,2.873
158,7.508,52.0,7.99431818182,1.03693181818,878.0,2.49431818182,37.81,-122.23,3.487
159,2.7477,52.0,4.33333333333,1.13871635611,918.0,1.90062111801,37.81,-122.24,2.438
160,2.1944,52.0,5.07428571429,0.96,360.0,2.05714285714,37.8,-122.24,2.115
161,3.0149,52.0,4.27663934426,1.04508196721,1197.0,2.45286885246,37.8,-122.25,2.184
162,3.675,52.0,4.85135135135,0.969111969112,1048.0,2.02316602317,37.81,-122.24,2.699
163,3.225,46.0,4.3266398929,1.11780455154,1373.0,1.83801874163,37.81,-122.25,2.188
164,2.9345,42.0,4.05911330049,1.04926108374,1715.0,1.68965517241,37.8,-122.25,2.25
165,2.1429,43.0,3.27423822715,1.09695290859,1359.0,1.88227146814,37.8,-122.25,2.5
166,1.6121,41.0,3.5617433414,1.13559322034,1062.0,2.57142857143,37.8,-122.25,1.714
167,1.3929,29.0,3.19275549806,1.11772315653,1335.0,1.72703751617,37.8,-122.25,1.938
168,2.3173,27.0,3.8041958042,1.14685314685,1171.0,2.7296037296,37.79,-122.24,1.25
169,1.7772,45.0,3.88260869565,1.14347826087,1475.0,3.20652173913,37.79,-122.25,0.975
170,2.6458,50.0,3.20918367347,0.959183673469,742.0,3.78571428571,37.79,-122.25,1.25
171,2.181,52.0,3.68870523416,1.07713498623,1086.0,2.99173553719,37.79,-122.25,1.388
172,2.2303,36.0,3.09023941068,1.11602209945,1645.0,3.02946593002,37.8,-122.25,1.167
173,1.6504,43.0,3.6397515528,1.00465838509,1710.0,2.65527950311,37.8,-122.25,1.518
174,2.2697,52.0,4.36842105263,1.0,731.0,3.20614035088,37.8,-122.24,1.27
175,2.1563,52.0,4.58501440922,1.07492795389,1118.0,3.22190201729,37.8,-122.24,1.286
176,2.1348,52.0,4.73432835821,1.18805970149,1006.0,3.00298507463,37.8,-122.24,1.406
177,2.6292,47.0,3.69314079422,1.06137184116,1213.0,2.18953068592,37.8,-122.24,1.827
178,2.3833,52.0,4.63813229572,1.12451361868,772.0,3.00389105058,37.8,-122.23,1.469
179,2.957,52.0,4.49625935162,1.04738154613,1321.0,3.29426433915,37.8,-122.24,1.228
180,2.5238,49.0,4.19202363368,1.10635155096,1487.0,2.1964549483,37.8,-122.24,1.693
181,1.9375,52.0,4.20967741935,0.989247311828,488.0,2.62365591398,37.8,-122.23,1.266
182,1.9028,51.0,4.05612244898,1.05612244898,949.0,2.42091836735,37.8,-122.23,1.279
183,2.25,50.0,4.20722891566,1.15662650602,1149.0,2.7686746988,37.8,-122.23,1.235
184,2.3929,52.0,4.47142857143,1.06785714286,844.0,3.01428571429,37.8,-122.23,1.119
185,2.1917,43.0,4.84402924452,1.09179528838,4367.0,3.54752233956,37.79,-122.23,1.128
186,2.9357,52.0,4.32766990291,0.958737864078,1659.0,4.02669902913,37.79,-122.23,1.079
187,1.8854,30.0,3.79847908745,1.00380228137,1011.0,3.84410646388,37.79,-122.23,1.375
188,2.1638,39.0,3.7763496144,1.10796915167,1464.0,3.76349614396,37.79,-122.24,1.055
189,2.125,47.0,4.52805280528,1.30363036304,1237.0,4.08250825083,37.79,-122.24,0.955
190,3.375,52.0,4.0119047619,1.07142857143,647.0,3.85119047619,37.79,-122.24,1.161
191,2.2542,43.0,4.55462184874,1.05322128852,1284.0,3.59663865546,37.79,-122.24,1.122
192,2.1,51.0,3.18181818182,0.781818181818,228.0,4.14545454545,37.79,-122.25,0.75
193,1.6,39.0,3.74796747967,1.0487804878,381.0,3.09756097561,37.79,-122.25,1.125
194,3.625,52.0,3.97356828194,1.04405286344,846.0,3.7268722467,37.79,-122.25,1.25
195,1.6929,20.0,3.51035502959,1.15236686391,1659.0,2.45414201183,37.8,-122.26,1.15
196,1.6471,52.0,2.83333333333,0.927536231884,520.0,3.76811594203,37.77,-122.22,0.95
197,2.59,52.0,4.38996138996,1.16216216216,866.0,3.34362934363,37.77,-122.22,0.964
198,2.57,52.0,4.20218579235,1.12568306011,612.0,3.34426229508,37.77,-122.23,0.72
199,2.6429,52.0,3.74603174603,1.15873015873,415.0,3.29365079365,37.78,-122.23,0.713
200,3.0257,52.0,4.04694835681,1.00938967136,994.0,4.66666666667,37.78,-122.23,0.808
201,1.4886,50.0,4.0251572327,1.11111111111,1525.0,3.19706498952,37.78,-122.22,1.288
202,1.9338,43.0,3.24200913242,1.07762557078,1506.0,3.43835616438,37.78,-122.23,1.125
203,1.4844,52.0,3.86666666667,1.01176470588,1008.0,3.95294117647,37.78,-122.23,1.194
204,1.6009,44.0,3.11584553928,1.09853528628,2813.0,3.74567243675,37.78,-122.23,1.181
205,2.0375,48.0,4.94460641399,1.15451895044,1481.0,4.31778425656,37.79,-122.23,1.225
206,2.293,49.0,5.36529680365,0.990867579909,859.0,3.92237442922,37.79,-122.23,1.063
207,2.1494,37.0,4.47992351816,1.09751434034,1608.0,3.07456978967,37.79,-122.22,1.325
208,1.6198,30.0,4.35714285714,1.03571428571,425.0,3.03571428571,37.79,-122.23,1.227
209,1.3281,40.0,5.05434782609,1.08152173913,564.0,3.0652173913,37.79,-122.23,1.133
210,3.5156,44.0,5.46691176471,1.15441176471,961.0,3.53308823529,37.79,-122.22,1.095
211,3.9048,52.0,4.99854014599,1.00729927007,2273.0,3.31824817518,37.79,-122.22,1.647
212,3.0893,52.0,3.90769230769,0.974358974359,600.0,3.07692307692,37.79,-122.21,1.25
213,2.6042,46.0,4.48956356736,1.09108159393,1647.0,3.12523719165,37.79,-122.22,1.247
214,2.5,49.0,4.30660377358,1.06132075472,1201.0,2.83254716981,37.79,-122.22,1.367
215,2.7969,38.0,4.62670713202,1.07890743551,2167.0,3.28831562974,37.79,-122.22,1.417
216,2.8321,29.0,4.82352941176,1.10588235294,939.0,2.76176470588,37.79,-122.2,1.5
217,2.9583,47.0,5.28424657534,1.05136986301,859.0,2.94178082192,37.79,-122.21,1.388
218,2.8365,34.0,4.58139534884,1.07945736434,1517.0,2.93992248062,37.79,-122.21,1.392
219,2.875,35.0,4.5207253886,1.05958549223,1143.0,2.96113989637,37.79,-122.21,1.438
220,3.0682,39.0,4.31681034483,1.0775862069,1109.0,2.3900862069,37.8,-122.21,1.565
221,3.0757,39.0,4.52466367713,1.00224215247,1221.0,2.73766816143,37.8,-122.21,1.51
222,4.9559,43.0,6.69230769231,1.0967032967,1115.0,2.45054945055,37.8,-122.2,2.73
223,4.7721,52.0,5.7723880597,1.09328358209,706.0,2.63432835821,37.8,-122.2,2.171
224,3.4861,52.0,4.98441926346,1.00708215297,1883.0,2.6671388102,37.8,-122.21,1.871
225,5.1184,41.0,6.08823529412,1.04117647059,804.0,2.36470588235,37.8,-122.2,2.396
226,4.0977,48.0,5.24206349206,1.04365079365,506.0,2.00793650794,37.8,-122.21,2.297
227,4.744,48.0,7.11764705882,1.08823529412,610.0,2.56302521008,37.8,-122.19,2.573
228,4.2727,46.0,5.83734939759,1.02710843373,768.0,2.31325301205,37.8,-122.19,2.469
229,2.9844,50.0,5.26086956522,1.0597826087,462.0,2.51086956522,37.79,-122.19,1.799
230,4.1739,40.0,4.51063829787,1.08936170213,667.0,2.83829787234,37.79,-122.2,1.696
231,3.8487,46.0,5.11528822055,1.01503759398,1059.0,2.65413533835,37.8,-122.2,2.033
232,4.0114,52.0,6.54512635379,0.978339350181,637.0,2.29963898917,37.8,-122.19,2.634
233,4.6563,45.0,5.98678414097,0.993392070485,1106.0,2.43612334802,37.79,-122.19,2.318
234,2.9297,28.0,4.69955156951,1.1375186846,1737.0,2.59641255605,37.79,-122.19,1.405
235,2.3036,35.0,4.62051282051,1.17692307692,1009.0,2.58717948718,37.79,-122.2,1.26
236,2.6667,49.0,4.2,0.928571428571,737.0,3.50952380952,37.79,-122.2,1.22
237,2.619,44.0,3.30142566191,0.920570264766,1354.0,2.75763747454,37.79,-122.2,1.347
238,2.4167,45.0,4.46202531646,1.12447257384,1530.0,3.22784810127,37.79,-122.21,1.394
239,2.7788,45.0,4.21041666667,1.1,1410.0,2.9375,37.79,-122.2,1.154
240,2.7352,46.0,3.93497363796,0.892794376098,1390.0,2.44288224956,37.78,-122.21,1.373
241,1.8472,52.0,5.4907063197,1.11524163569,1065.0,3.95910780669,37.78,-122.21,1.37
242,2.6583,52.0,4.31020408163,0.914285714286,792.0,3.23265306122,37.78,-122.21,1.426
243,3.0536,49.0,3.66530612245,0.995918367347,779.0,3.17959183673,37.78,-122.21,1.375
244,2.3906,44.0,4.86557377049,1.16393442623,2269.0,3.71967213115,37.78,-122.22,1.117
245,1.7188,43.0,4.18181818182,1.13022113022,1227.0,3.01474201474,37.78,-122.21,1.268
246,2.625,47.0,3.65560165975,1.02904564315,753.0,3.1244813278,37.78,-122.21,1.113
247,2.8015,40.0,3.65925925926,0.844444444444,547.0,4.05185185185,37.77,-122.22,1.148
248,1.7276,50.0,4.03636363636,1.075,1807.0,4.10681818182,37.78,-122.22,1.023
249,2.0801,44.0,3.3898989899,1.03838383838,1700.0,3.43434343434,37.78,-122.22,1.319
250,2.489,51.0,4.16539440204,1.17811704835,1543.0,3.9262086514,37.78,-122.22,1.191
251,1.7546,52.0,4.73333333333,1.04666666667,1085.0,3.61666666667,37.76,-122.21,0.806
252,4.0904,52.0,4.31386861314,1.26277372263,353.0,2.57664233577,37.77,-122.21,0.806
253,2.6765,52.0,5.0,1.02684563758,473.0,3.1744966443,37.77,-122.21,0.888
254,2.4338,49.0,4.70393374741,1.03105590062,1621.0,3.35610766046,37.77,-122.2,1.024
255,2.3309,46.0,3.48587570621,1.0593220339,1183.0,3.3418079096,37.77,-122.21,0.987
256,2.2604,43.0,3.6714801444,1.18411552347,836.0,3.01805054152,37.77,-122.21,1.0
257,1.8039,42.0,3.54372623574,0.965779467681,900.0,3.42205323194,37.77,-122.19,0.923
258,2.2562,39.0,5.00744878957,1.11173184358,1888.0,3.51582867784,37.77,-122.2,0.948
259,2.0562,41.0,4.5366568915,1.21700879765,1024.0,3.00293255132,37.77,-122.2,1.02
260,3.5398,52.0,5.43735224586,1.04728132388,1225.0,2.89598108747,37.78,-122.2,1.584
261,3.1167,39.0,4.65957446809,1.06117021277,1071.0,2.84840425532,37.78,-122.2,1.216
262,2.5401,50.0,4.93915343915,1.06613756614,1128.0,2.98412698413,37.78,-122.2,1.291
263,2.898,43.0,5.02066115702,1.03719008264,1537.0,3.17561983471,37.77,-122.2,1.214
264,2.3125,44.0,4.39949109415,1.0534351145,1240.0,3.15521628499,37.78,-122.21,1.028
265,2.875,52.0,6.10714285714,1.07142857143,469.0,2.79166666667,37.78,-122.19,1.6
266,3.3715,52.0,5.10588235294,1.00705882353,1086.0,2.55529411765,37.77,-122.19,1.439
267,3.5114,52.0,5.58513189448,1.06714628297,1144.0,2.74340527578,37.77,-122.19,1.512
268,4.3125,52.0,6.64533333333,1.10666666667,1109.0,2.95733333333,37.78,-122.19,1.644
269,3.22,52.0,5.9566395664,1.07588075881,984.0,2.66666666667,37.78,-122.19,1.565
270,3.875,33.0,3.02127659574,0.659574468085,575.0,12.2340425532,37.78,-122.18,2.25
271,5.2328,49.0,5.66028708134,0.980861244019,496.0,2.37320574163,37.78,-122.19,1.742
272,3.7262,52.0,5.63157894737,1.01578947368,555.0,2.92105263158,37.78,-122.19,1.669
273,4.5893,45.0,5.4006116208,1.01529051988,869.0,2.65749235474,37.78,-122.2,1.635
274,5.2578,39.0,5.82075471698,0.896226415094,236.0,2.22641509434,37.79,-122.18,2.53
275,7.0875,41.0,6.59345794393,1.08878504673,626.0,2.92523364486,37.79,-122.18,2.407
276,3.9712,46.0,6.4103343465,1.17629179331,922.0,2.80243161094,37.79,-122.18,2.081
277,2.9514,47.0,4.80078125,0.94921875,582.0,2.2734375,37.79,-122.19,1.981
278,2.6667,50.0,4.74626865672,1.07960199005,546.0,2.71641791045,37.79,-122.19,1.728
279,5.4446,37.0,6.17669172932,0.984962406015,620.0,2.33082706767,37.81,-122.18,3.367
280,6.2838,34.0,6.94871794872,1.0,442.0,2.26666666667,37.8,-122.18,3.182
281,6.7527,23.0,7.06402439024,1.0243902439,955.0,2.91158536585,37.8,-122.18,2.858
282,7.0712,24.0,7.58950617284,0.978395061728,916.0,2.82716049383,37.77,-122.13,2.93
283,5.9849,22.0,6.52872394509,1.04117946111,4985.0,2.53431621759,37.79,-122.16,3.71
